prognosis;symptoms
Hepatitis E;vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Diabetes ;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Chronic cholestasis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching
Chicken pox;vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Acne;skin_rash,pus_filled_pimples,scurring
Hypertension ;headache,dizziness,loss_of_balance,lack_of_concentration
Hepatitis E;vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Osteoarthristis;neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
Gastroenteritis;vomiting,dehydration,diarrhoea
AIDS;muscle_wasting,high_fever,extra_marital_contacts
Acne;skin_rash,pus_filled_pimples,blackheads
Fungal infection;itching,skin_rash,nodal_skin_eruptions
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
Diabetes ;fatigue,weight_loss,restlessness,lethargy,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,loss_of_balance,unsteadiness
Gastroenteritis;vomiting,dehydration,diarrhoea
Allergy;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Dimorphic hemmorhoids(piles);constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Allergy;continuous_sneezing,shivering,chills
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Fungal infection;skin_rash,nodal_skin_eruptions,dischromic _patches
Fungal infection;itching,skin_rash,nodal_skin_eruptions
Jaundice;itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain
Typhoid;chills,vomiting,fatigue,high_fever,headache,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances
Typhoid;chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain
Dimorphic hemmorhoids(piles);constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus
Arthritis;muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking
Diabetes ;fatigue,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Drug Reaction;itching,stomach_pain,burning_micturition,spotting_ urination
Common Cold;chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes
Peptic ulcer diseae;vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
Fungal infection;itching,skin_rash,dischromic _patches
Drug Reaction;itching,skin_rash,stomach_pain,spotting_ urination
Drug Reaction;itching,skin_rash,stomach_pain,spotting_ urination
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Fungal infection;itching,skin_rash,nodal_skin_eruptions
Hepatitis B;itching,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Typhoid;chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain
Psoriasis;skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
Paralysis (brain hemorrhage);vomiting,headache,altered_sensorium
GERD;stomach_pain,acidity,ulcers_on_tongue,vomiting,cough
Paralysis (brain hemorrhage);vomiting,weakness_of_one_body_side,altered_sensorium
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Hypertension ;headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration
Chronic cholestasis;itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Dengue;skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body
Allergy;continuous_sneezing,shivering,chills
Chronic cholestasis;itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Bronchial Asthma;fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Paralysis (brain hemorrhage);vomiting,weakness_of_one_body_side,altered_sensorium
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
Heart attack;breathlessness,sweating,chest_pain
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes
Chronic cholestasis;vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Diabetes ;fatigue,weight_loss,restlessness,lethargy,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Dimorphic hemmorhoids(piles);constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Hypoglycemia;vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Hepatitis B;itching,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Chicken pox;itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Alcoholic hepatitis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload
Hypertension ;headache,dizziness,loss_of_balance,lack_of_concentration
Fungal infection;itching,skin_rash,nodal_skin_eruptions
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances
Hepatitis E;vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Acne;itching,skin_rash,stomach_pain,spotting_ urination
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,abdominal_pain,yellowing_of_eyes
Hepatitis E;joint_pain,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Chicken pox;itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,irritability,visual_disturbances
Hepatitis E;joint_pain,vomiting,fatigue,high_fever,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Acne;pus_filled_pimples,blackheads,scurring
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Bronchial Asthma;fatigue,cough,breathlessness,family_history,mucoid_sputum
Hyperthyroidism;mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Hepatitis E;vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Dengue;chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
GERD;stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain
Alcoholic hepatitis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Allergy;continuous_sneezing,chills,watering_from_eyes
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes
Gastroenteritis;vomiting,sunken_eyes,diarrhoea
GERD;stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain
Allergy;shivering,chills,watering_from_eyes
Common Cold;continuous_sneezing,chills,watering_from_eyes
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition
Typhoid;chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain
Paralysis (brain hemorrhage);vomiting,headache,weakness_of_one_body_side,altered_sensorium
Hypoglycemia;vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Malaria;chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
Drug Reaction;itching,skin_rash,stomach_pain,burning_micturition
Acne;skin_rash,pus_filled_pimples,blackheads,scurring
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances
Gastroenteritis;sunken_eyes,dehydration,diarrhoea
Chicken pox;itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Dengue;skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Hepatitis B;itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Cervical spondylosis;weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Allergy;continuous_sneezing,shivering,chills
GERD;stomach_pain,acidity,vomiting,cough,chest_pain
Typhoid;chills,vomiting,fatigue,high_fever,headache,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain
Allergy;continuous_sneezing,shivering,chills
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
Pneumonia;chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Hypertension ;headache,chest_pain,dizziness,lack_of_concentration
Acne;pus_filled_pimples,blackheads,scurring
Pneumonia;chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Hypoglycemia;vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Tuberculosis;chills,vomiting,fatigue,weight_loss,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Gastroenteritis;vomiting,sunken_eyes,dehydration,diarrhoea
AIDS;patches_in_throat,high_fever,extra_marital_contacts
Diabetes ;fatigue,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Peptic ulcer diseae;vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
Allergy;continuous_sneezing,chills,watering_from_eyes
Allergy;continuous_sneezing,shivering,chills
GERD;acidity,ulcers_on_tongue,vomiting,cough,chest_pain
GERD;stomach_pain,acidity,vomiting,cough,chest_pain
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Typhoid;chills,vomiting,fatigue,high_fever,headache,nausea,constipation,diarrhoea,toxic_look_(typhos),belly_pain
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
GERD;acidity,ulcers_on_tongue,vomiting,cough,chest_pain
Malaria;chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain
Hypoglycemia;vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes
Fungal infection;itching,skin_rash,nodal_skin_eruptions
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Allergy;shivering,chills,watering_from_eyes
Hypothyroidism;fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Diabetes ;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Migraine;acidity,indigestion,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances
Chicken pox;itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Hepatitis E;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Chronic cholestasis;itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Fungal infection;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Chronic cholestasis;itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
GERD;stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
Typhoid;chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances
Tuberculosis;chills,vomiting,fatigue,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Pneumonia;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Heart attack;vomiting,breathlessness,chest_pain
Hepatitis E;joint_pain,vomiting,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Dimorphic hemmorhoids(piles);pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus
GERD;stomach_pain,acidity,vomiting,cough,chest_pain
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Allergy;continuous_sneezing,shivering,chills
Diabetes ;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
Hepatitis B;itching,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Acne;skin_rash,pus_filled_pimples,blackheads
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness
Cervical spondylosis;joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
Arthritis;muscle_weakness,stiff_neck,movement_stiffness,painful_walking
